epoch,accuracy,loss,val_accuracy,val_loss
0,0.21775701642036438,2.8068158626556396,0.1679999977350235,1.614202857017517
1,0.23084111511707306,2.397676467895508,0.20533333718776703,1.6357417106628418
2,0.24813084304332733,2.231095314025879,0.20000000298023224,1.7438715696334839
3,0.24485981464385986,2.169076919555664,0.2240000069141388,1.7534875869750977
4,0.237383171916008,2.088188886642456,0.218666672706604,1.6519231796264648
5,0.27196261286735535,1.958791971206665,0.21066667139530182,1.7972429990768433
6,0.26495328545570374,1.9171274900436401,0.2613333463668823,1.609395980834961
7,0.2714953124523163,1.8573353290557861,0.2720000147819519,1.5795676708221436
8,0.257009357213974,1.872214436531067,0.29600000381469727,1.5401664972305298
9,0.2696261703968048,1.8128447532653809,0.2773333191871643,1.5365405082702637
10,0.25654205679893494,1.802932620048523,0.30399999022483826,1.4963743686676025
11,0.2785046696662903,1.7575737237930298,0.3226666748523712,1.4925569295883179
12,0.27476635575294495,1.7497740983963013,0.3333333432674408,1.4970014095306396
13,0.2785046696662903,1.7611864805221558,0.3173333406448364,1.5117731094360352
14,0.3107476532459259,1.6705975532531738,0.29866665601730347,1.513196587562561
15,0.2911214828491211,1.7012059688568115,0.35466668009757996,1.4770317077636719
16,0.30467289686203003,1.6629784107208252,0.35733333230018616,1.4845638275146484
17,0.30841121077537537,1.6486988067626953,0.3440000116825104,1.486573576927185
18,0.30140188336372375,1.6431357860565186,0.34933334589004517,1.4557629823684692
19,0.3107476532459259,1.606960654258728,0.3253333270549774,1.4864164590835571
20,0.31308412551879883,1.6211538314819336,0.3733333349227905,1.4333953857421875
21,0.29158878326416016,1.6133859157562256,0.3733333349227905,1.4499855041503906
22,0.3135513961315155,1.592792272567749,0.35733333230018616,1.4773194789886475
23,0.33971962332725525,1.5594691038131714,0.36800000071525574,1.45317804813385
24,0.32009345293045044,1.5769710540771484,0.3733333349227905,1.4237756729125977
25,0.33691588044166565,1.5642739534378052,0.35466668009757996,1.4465203285217285
26,0.3471962511539459,1.5163977146148682,0.3813333213329315,1.418602705001831
27,0.3420560657978058,1.5312280654907227,0.30133333802223206,1.4954296350479126
28,0.34252336621284485,1.5169615745544434,0.35733333230018616,1.43009614944458
29,0.3584112226963043,1.4893244504928589,0.37599998712539673,1.4021110534667969
30,0.3532710373401642,1.4936949014663696,0.42933332920074463,1.334599494934082
31,0.37336447834968567,1.4860721826553345,0.3786666691303253,1.3838648796081543
32,0.372897207736969,1.4631048440933228,0.35199999809265137,1.4251967668533325
33,0.3686915934085846,1.4621567726135254,0.41600000858306885,1.3434652090072632
34,0.3700934648513794,1.4542090892791748,0.37066665291786194,1.435017704963684
35,0.3757009208202362,1.4528119564056396,0.41866666078567505,1.342860460281372
36,0.40046727657318115,1.4261655807495117,0.36000001430511475,1.45357084274292
37,0.38785046339035034,1.417121410369873,0.35466668009757996,1.465802788734436
38,0.38785046339035034,1.406314730644226,0.437333345413208,1.3389719724655151
39,0.39485982060432434,1.4108182191848755,0.3866666555404663,1.406944990158081
40,0.3929906487464905,1.4212374687194824,0.41866666078567505,1.3254010677337646
41,0.3985981345176697,1.3999149799346924,0.42933332920074463,1.3336033821105957
42,0.38925233483314514,1.4121100902557373,0.41600000858306885,1.325703501701355
43,0.39626169204711914,1.3987327814102173,0.4000000059604645,1.3939266204833984
44,0.3985981345176697,1.3897128105163574,0.3440000116825104,1.5555320978164673
45,0.40887850522994995,1.359096884727478,0.24799999594688416,2.1854143142700195
46,0.42429906129837036,1.346116304397583,0.3306666612625122,1.523908019065857
47,0.41168224811553955,1.3608771562576294,0.36000001430511475,1.4820435047149658
48,0.4182243049144745,1.366411805152893,0.3199999928474426,1.570915699005127
49,0.4196261763572693,1.3323988914489746,0.36000001430511475,1.4830387830734253
50,0.4378504753112793,1.3269903659820557,0.41333332657814026,1.3763083219528198
